replicate,spec,threshold,delta_vs_v0,delta_vs_v1r
48,patient_aggregated_core,0.4,4.1132997450704645e-05,0.00030931797912472914
48,patient_aggregated_core,0.5,-0.00013835774905754383,0.00012982723261648066
48,patient_aggregated_core,0.6,-0.00019194969537952855,7.623528629449594e-05
48,patient_aggregated_plus_prediction_instability,0.4,7.674872274412992e-05,0.0003449337044181544
48,patient_aggregated_plus_prediction_instability,0.5,-9.352306243104458e-05,0.0001746619192429799
48,patient_aggregated_plus_prediction_instability,0.6,-0.0002720095220502261,-3.824540376201613e-06
49,V0_reference,,0.0,0.0014379075406869696
49,raw_V1R_reference,,-0.0014379075406869696,0.0
49,patient_aggregated_core,0.4,-0.0008951637182558342,0.0005427438224311354
49,patient_aggregated_core,0.5,-0.0009378454003350356,0.000500062140351934
49,patient_aggregated_core,0.6,-0.0009006626927263728,0.0005372448479605968
49,patient_aggregated_plus_prediction_instability,0.4,-0.0008292819971992965,0.0006086255434876731
49,patient_aggregated_plus_prediction_instability,0.5,-0.0009952900260327413,0.00044261751465422827
49,patient_aggregated_plus_prediction_instability,0.6,-0.0009724236124284691,0.0004654839282585005
50,V0_reference,,0.0,-0.00017999116665821935
50,raw_V1R_reference,,0.00017999116665821935,0.0
50,patient_aggregated_core,0.4,0.0002656852504982765,8.569408384005717e-05
50,patient_aggregated_core,0.5,5.260239150610413e-05,-0.00012738877515211522
50,patient_aggregated_core,0.6,0.00014678105304705147,-3.321011361116788e-05
50,patient_aggregated_plus_prediction_instability,0.4,0.00021408001879055782,3.4088852132338476e-05
50,patient_aggregated_plus_prediction_instability,0.5,8.16089896279737e-05,-9.838217703024565e-05
50,patient_aggregated_plus_prediction_instability,0.6,-6.474306235662586e-05,-0.0002447342290148452
51,V0_reference,,0.0,0.0017248408853210995
51,raw_V1R_reference,,-0.0017248408853210995,0.0
51,patient_aggregated_core,0.4,-1.3696829937737132e-06,0.0017234712023273258
51,patient_aggregated_core,0.5,2.5757928200920155e-06,0.0017274166781411915
51,patient_aggregated_core,0.6,5.77821210626106e-06,0.0017306190974273605
51,patient_aggregated_plus_prediction_instability,0.4,0.00012949057819139353,0.001854331463512493
51,patient_aggregated_plus_prediction_instability,0.5,8.900857458998823e-05,0.0018138494599110877
51,patient_aggregated_plus_prediction_instability,0.6,-0.0002514751263034687,0.0014733657590176308
52,V0_reference,,0.0,0.0020340471898143975
52,raw_V1R_reference,,-0.0020340471898143975,0.0
52,patient_aggregated_core,0.4,-0.0014141441370989771,0.0006199030527154203
52,patient_aggregated_core,0.5,-0.0013811145212374448,0.0006529326685769526
52,patient_aggregated_core,0.6,-0.001326433434977306,0.0007076137548370914
52,patient_aggregated_plus_prediction_instability,0.4,-0.001031823659249087,0.0010022235305653104
52,patient_aggregated_plus_prediction_instability,0.5,-0.0013964966927157152,0.0006375504970986823
52,patient_aggregated_plus_prediction_instability,0.6,-0.0014342685203754119,0.0005997786694389856
53,V0_reference,,0.0,0.00042942468700338243
53,raw_V1R_reference,,-0.00042942468700338243,0.0
53,patient_aggregated_core,0.4,-0.0003377143603102428,9.171032669313961e-05
53,patient_aggregated_core,0.5,-0.00036065140406814356,6.877328293523888e-05
53,patient_aggregated_core,0.6,-0.00019597827295969594,0.0002334464140436865
53,patient_aggregated_plus_prediction_instability,0.4,-0.00029726571003267643,0.000132158976970706
53,patient_aggregated_plus_prediction_instability,0.5,-0.00022382012578547883,0.0002056045612179036
53,patient_aggregated_plus_prediction_instability,0.6,-0.00044743176098557824,-1.800707398219581e-05
54,V0_reference,,0.0,-0.001577582322126389
54,raw_V1R_reference,,0.001577582322126389,0.0
54,patient_aggregated_core,0.4,2.4487502110481785e-06,-0.0015751335719153409
54,patient_aggregated_core,0.5,-5.451400045318466e-05,-0.0016320963225795737
54,patient_aggregated_core,0.6,-0.00013177878440512325,-0.0017093611065315123
54,patient_aggregated_plus_prediction_instability,0.4,-1.2192671754326923e-05,-0.001589774993880716
54,patient_aggregated_plus_prediction_instability,0.5,-7.135742816459512e-05,-0.0016489397502909842
54,patient_aggregated_plus_prediction_instability,0.6,-0.00019654870177032713,-0.0017741310238967162
55,V0_reference,,0.0,-0.0027621499546445077
55,raw_V1R_reference,,0.0027621499546445077,0.0
55,patient_aggregated_core,0.4,-0.0006544880034134448,-0.0034166379580579526
55,patient_aggregated_core,0.5,-0.0006462163864204423,-0.00340836634106495
55,patient_aggregated_core,0.6,-0.0005575971366226368,-0.0033197470912671445
55,patient_aggregated_plus_prediction_instability,0.4,-0.0005153831568872197,-0.0032775331115317274
55,patient_aggregated_plus_prediction_instability,0.5,-0.0006046186591577712,-0.003366768613802279
55,patient_aggregated_plus_prediction_instability,0.6,-0.0008220069108737099,-0.0035841568655182177
56,V0_reference,,0.0,0.0019369221285790439
56,raw_V1R_reference,,-0.0019369221285790439,0.0
56,patient_aggregated_core,0.4,-0.0005469440909423862,0.0013899780376366577
56,patient_aggregated_core,0.5,-0.00064332894356528,0.0012935931850137639
56,patient_aggregated_core,0.6,-0.0007408761662882346,0.0011960459622908093
56,patient_aggregated_plus_prediction_instability,0.4,-0.0004433097723651469,0.001493612356213897
56,patient_aggregated_plus_prediction_instability,0.5,-0.0006074346107068362,0.0013294875178722076
56,patient_aggregated_plus_prediction_instability,0.6,-0.000883863343419472,0.0010530587851595719
57,V0_reference,,0.0,0.0015095531209905755
57,raw_V1R_reference,,-0.0015095531209905755,0.0
57,patient_aggregated_core,0.4,-0.0005420721415395346,0.0009674809794510408
57,patient_aggregated_core,0.5,-0.000521356438530407,0.0009881966824601685
57,patient_aggregated_core,0.6,-0.0005262004838686996,0.000983352637121876
57,patient_aggregated_plus_prediction_instability,0.4,-0.00044748084660262144,0.001062072274387954
57,patient_aggregated_plus_prediction_instability,0.5,-0.0005483128280570904,0.0009612402929334851
57,patient_aggregated_plus_prediction_instability,0.6,-0.0009278027298324498,0.0005817503911581257
58,V0_reference,,0.0,0.0030375694525270475
58,raw_V1R_reference,,-0.0030375694525270475,0.0
58,patient_aggregated_core,0.4,-0.0012979011401597906,0.0017396683123672568
58,patient_aggregated_core,0.5,-0.0012890180657011002,0.0017485513868259472
58,patient_aggregated_core,0.6,-0.0011786016423811496,0.0018589678101458978
58,patient_aggregated_plus_prediction_instability,0.4,-0.0014174600924177355,0.001620109360109312
58,patient_aggregated_plus_prediction_instability,0.5,-0.0012575386452113035,0.001780030807315744
58,patient_aggregated_plus_prediction_instability,0.6,-0.001316228405306763,0.0017213410472202845
59,V0_reference,,0.0,0.0008847436828536004
59,raw_V1R_reference,,-0.0008847436828536004,0.0
59,patient_aggregated_core,0.4,-0.00010441349170187131,0.0007803301911517291
59,patient_aggregated_core,0.5,-0.0003129422750994121,0.0005718014077541883
59,patient_aggregated_core,0.6,-0.00018649836977252532,0.0006982453130810751
59,patient_aggregated_plus_prediction_instability,0.4,-0.00013470743263808982,0.0007500362502155106
59,patient_aggregated_plus_prediction_instability,0.5,-0.0003286705989735128,0.0005560730838800876
59,patient_aggregated_plus_prediction_instability,0.6,-0.0003702397259431889,0.0005145039569104115
60,V0_reference,,0.0,0.0007930067782279532
60,raw_V1R_reference,,-0.0007930067782279532,0.0
60,patient_aggregated_core,0.4,-0.000653701355487396,0.00013930542274055713
60,patient_aggregated_core,0.5,-0.0005878426494394934,0.0002051641287884598
60,patient_aggregated_core,0.6,-0.0005215716260849185,0.0002714351521430347
60,patient_aggregated_plus_prediction_instability,0.4,-0.0003840106276426225,0.0004089961505853307
60,patient_aggregated_plus_prediction_instability,0.5,-0.0006106889496180073,0.00018231782860994583
60,patient_aggregated_plus_prediction_instability,0.6,-0.0008861306347549558,-9.312385652700261e-05
61,V0_reference,,0.0,0.0006314117844668232
61,raw_V1R_reference,,-0.0006314117844668232,0.0
61,patient_aggregated_core,0.4,-0.0007133911316695996,-8.197934720277633e-05
61,patient_aggregated_core,0.5,-0.0006093628451370181,2.2048939329805117e-05
61,patient_aggregated_core,0.6,-0.0007002225916271365,-6.881080716031329e-05
61,patient_aggregated_plus_prediction_instability,0.4,-0.0008208477037447426,-0.00018943591927791936
61,patient_aggregated_plus_prediction_instability,0.5,-0.0007085973698000292,-7.718558533320596e-05
61,patient_aggregated_plus_prediction_instability,0.6,-0.0008483557394242114,-0.00021694395495738816
62,V0_reference,,0.0,0.0034469882753456194
62,raw_V1R_reference,,-0.0034469882753456194,0.0
62,patient_aggregated_core,0.4,-0.0007555451263631108,0.0026914431489825086
62,patient_aggregated_core,0.5,-0.000728906043481331,0.0027180822318642883
62,patient_aggregated_core,0.6,-0.0006015249069106499,0.0028454633684349695
62,patient_aggregated_plus_prediction_instability,0.4,-0.0004425604245427428,0.0030044278508028766
62,patient_aggregated_plus_prediction_instability,0.5,-0.0007205846666930027,0.0027264036086526167
62,patient_aggregated_plus_prediction_instability,0.6,-0.0007999812148273278,0.0026470070605182916
63,V0_reference,,0.0,0.0006692201321980285
63,raw_V1R_reference,,-0.0006692201321980285,0.0
63,patient_aggregated_core,0.4,-0.0006271979610917855,4.2022171106242956e-05
63,patient_aggregated_core,0.5,-0.0005506033086430384,0.00011861682355499004
63,patient_aggregated_core,0.6,-0.00048386863219565535,0.0001853515000023731
63,patient_aggregated_plus_prediction_instability,0.4,-0.0005703389609265919,9.888117127143659e-05
63,patient_aggregated_plus_prediction_instability,0.5,-0.0005695794673550303,9.964066484299816e-05
63,patient_aggregated_plus_prediction_instability,0.6,-0.0005946180351296682,7.46020970683603e-05
64,V0_reference,,0.0,0.0037347142117964
64,raw_V1R_reference,,-0.0037347142117964,0.0
64,patient_aggregated_core,0.4,-0.0017677128267620662,0.0019670013850343337
64,patient_aggregated_core,0.5,-0.001739191721710845,0.001995522490085555
64,patient_aggregated_core,0.6,-0.0015205838561752616,0.0022141303556211384
64,patient_aggregated_plus_prediction_instability,0.4,-0.0015400967616316513,0.0021946174501647486
64,patient_aggregated_plus_prediction_instability,0.5,-0.0018401378466336021,0.0018945763651627978
64,patient_aggregated_plus_prediction_instability,0.6,-0.0017426790774783818,0.001992035134318018
65,V0_reference,,0.0,0.0006928284587310596
65,raw_V1R_reference,,-0.0006928284587310596,0.0
65,patient_aggregated_core,0.4,-0.00046786437814297366,0.00022496408058808592
65,patient_aggregated_core,0.5,-0.0005724670716734659,0.0001203613870575937
65,patient_aggregated_core,0.6,-0.0005105974548914316,0.00018223100383962798
65,patient_aggregated_plus_prediction_instability,0.4,-0.00033640709646617917,0.0003564213622648804
65,patient_aggregated_plus_prediction_instability,0.5,-0.0006014301699034941,9.139828882756551e-05
65,patient_aggregated_plus_prediction_instability,0.6,-0.0006101335170246303,8.269494170642933e-05
66,V0_reference,,0.0,0.0015805171608774538
66,raw_V1R_reference,,-0.0015805171608774538,0.0
66,patient_aggregated_core,0.4,-0.0007455060205672076,0.0008350111403102461
66,patient_aggregated_core,0.5,-0.0008195017075926792,0.0007610154532847746
66,patient_aggregated_core,0.6,-0.0007322969001712504,0.0008482202607062034
66,patient_aggregated_plus_prediction_instability,0.4,-0.00048270259421406836,0.0010978145666633854
66,patient_aggregated_plus_prediction_instability,0.5,-0.0006578471038819339,0.0009226700569955198
66,patient_aggregated_plus_prediction_instability,0.6,-0.0008613267021897603,0.0007191904586876935
67,V0_reference,,0.0,0.003589389565343132
67,raw_V1R_reference,,-0.003589389565343132,0.0
67,patient_aggregated_core,0.4,-0.0008062935202010346,0.002783096045142097
67,patient_aggregated_core,0.5,-0.0007418227297821545,0.0028475668355609773
67,patient_aggregated_core,0.6,-0.0005990999414582365,0.0029902896238848953
67,patient_aggregated_plus_prediction_instability,0.4,-0.0007060728084378465,0.0028833167569052853
67,patient_aggregated_plus_prediction_instability,0.5,-0.0006088727490388135,0.0029805168163043183
67,patient_aggregated_plus_prediction_instability,0.6,-0.0006033605415414478,0.002986029023801684
68,V0_reference,,0.0,0.00036598475036959954
68,raw_V1R_reference,,-0.00036598475036959954,0.0
68,patient_aggregated_core,0.4,-0.0006079216305104745,-0.000241936880140875
68,patient_aggregated_core,0.5,-0.0006755826089400868,-0.00030959785857048727
68,patient_aggregated_core,0.6,-0.0005597539612808705,-0.00019376921091127097
68,patient_aggregated_plus_prediction_instability,0.4,-0.0005013513525486124,-0.00013536660217901286
68,patient_aggregated_plus_prediction_instability,0.5,-0.0005756086283439793,-0.00020962387797437976
68,patient_aggregated_plus_prediction_instability,0.6,-0.0007219295393277453,-0.00035594478895814574
69,V0_reference,,0.0,0.0033866799826955812
69,raw_V1R_reference,,-0.0033866799826955812,0.0
69,patient_aggregated_core,0.4,-0.0009258779650726523,0.002460802017622929
69,patient_aggregated_core,0.5,-0.0008311589171290101,0.002555521065566571
69,patient_aggregated_core,0.6,-0.0007485601160526073,0.002638119866642974
69,patient_aggregated_plus_prediction_instability,0.4,-0.000826459191284934,0.0025602207914106473
69,patient_aggregated_plus_prediction_instability,0.5,-0.000953103602463895,0.002433576380231686
69,patient_aggregated_plus_prediction_instability,0.6,-0.0010191013396500803,0.002367578643045501
70,V0_reference,,0.0,0.0018249870477878016
70,raw_V1R_reference,,-0.0018249870477878016,0.0
70,patient_aggregated_core,0.4,-6.668995521984245e-05,0.0017582970925679592
70,patient_aggregated_core,0.5,-0.00014924079176747984,0.0016757462560203218
70,patient_aggregated_core,0.6,-0.00021051842514983876,0.0016144686226379629
70,patient_aggregated_plus_prediction_instability,0.4,5.687800378714747e-05,0.001881865051574949
70,patient_aggregated_plus_prediction_instability,0.5,-0.00016027416849492826,0.0016647128792928734
70,patient_aggregated_plus_prediction_instability,0.6,-0.00040151625338483155,0.00142347079440297
71,V0_reference,,0.0,0.0006500770710106407
71,raw_V1R_reference,,-0.0006500770710106407,0.0
71,patient_aggregated_core,0.4,-0.0001654805624351774,0.0004845965085754633
71,patient_aggregated_core,0.5,4.904144654990783e-05,0.0006991185175605485
71,patient_aggregated_core,0.6,3.861224648635253e-05,0.0006886893174969932
71,patient_aggregated_plus_prediction_instability,0.4,-3.503512839198031e-05,0.0006150419426186604
71,patient_aggregated_plus_prediction_instability,0.5,-2.879575765968312e-05,0.0006212813133509576
71,patient_aggregated_plus_prediction_instability,0.6,-6.0330514496526044e-05,0.0005897465565141147
72,V0_reference,,0.0,0.0008065923472789643
72,raw_V1R_reference,,-0.0008065923472789643,0.0
