study,seed,subgroup_variable,subgroup,model,parent_n,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
TCGA-HNSC,101,site_group,other,B7_full_equal_weight_90,100,0.91,91.0,38.0,92.45836948671145,0.238310328815919,0.6138613861386139,0.6125272922036664,0.6064270502503292,0.1117689484947869,0.4808611970829222,0.33336033511538865
TCGA-HNSC,101,stage_group,advanced,B2,83,1.0,83.0,40.0,84.79419983547395,0.2583763561517533,0.49924357034795763,0.4685052582803587,0.4355847801854633,0.30097300933406834,-0.7394469418279296,0.33209386464622886
TCGA-HNSC,101,stage_group,advanced,B6,83,1.0,83.0,40.0,84.79419983547395,0.26617600122592017,0.6046394351991932,0.5965186125425985,0.5822094151630812,0.16762375616923877,0.2640762161678007,0.36703112050698417
TCGA-HNSC,101,stage_group,advanced,B7_full_equal_weight_90,83,0.9036144578313253,75.0,35.0,73.94180625638876,0.2523831682485669,0.6117192530585963,0.6107700137246168,0.6010615920660118,0.3318216576714753,0.41559860952216754,0.3444752044121678
TCGA-HNSC,101,hpv_group,unknown,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,101,hpv_group,unknown,B6,104,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473
TCGA-HNSC,101,hpv_group,unknown,B7_full_equal_weight_90,104,0.9038461538461539,94.0,39.0,95.03490323777235,0.23240638485273044,0.6210851345390384,0.6195630322371142,0.6213862132282931,0.09803049564662829,0.5732111084396572,0.3386200413680983
TCGA-HNSC,101,natural_modality_missingness,complete,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,101,natural_modality_missingness,complete,B6,104,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473
TCGA-HNSC,101,natural_modality_missingness,complete,B7_full_equal_weight_90,104,0.9038461538461539,94.0,39.0,95.03490323777235,0.23240638485273044,0.6210851345390384,0.6195630322371142,0.6213862132282931,0.09803049564662829,0.5732111084396572,0.3386200413680983
