study,seed,scenario,model,gate_variant,profile,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk,b2_subset_ipcw_brier,b6_subset_ipcw_brier
HANCOCK,17,clean,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.11591566878443355,0.6147157190635452,0.6894145128727353,0.6970451957516176,0.16575765399944845,1.4975220086273138,0.11888444208268323,0.11554451748185364,0.10437331571774416
HANCOCK,17,clean,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.12871629577667043,0.6847217033993276,0.7516647493443939,0.7829538859708781,0.3796142444346632,2.496172320944543,0.14205010560600445,0.14602695410991687,0.12871629577667043
HANCOCK,17,clean,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.10900540421434746,0.621374865735768,0.6933800092354707,0.7169697906279786,0.09305294451131343,2.0495709346266935,0.12259525882273299,0.11354527305149324,0.09309171733875092
HANCOCK,17,clean,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.09245757119716382,0.5705329153605015,0.6316710581336413,0.6428085166241081,-0.13941772346629025,0.9136683765549036,0.11965461867480692,0.09219718073809512,0.08622502583607289
HANCOCK,17,random_cell_dropout_10pct,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,random_cell_dropout_10pct,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,random_cell_dropout_10pct,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.13167810411702072,0.634478894284647,0.6932702385625565,0.7099811100889553,0.3835998563068653,2.2199651310049813,0.14026465937574406,,
HANCOCK,17,random_cell_dropout_10pct,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1299562615384224,0.692939858050056,0.7597873940034091,0.7864785734915692,0.37897967981916414,2.6416602971384116,0.1419896157546333,,
HANCOCK,17,random_cell_dropout_10pct,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.13097157507804555,0.6824803884945835,0.7553921376236831,0.7840265406075823,0.39641924493399955,2.7401426018332513,0.1399601620339907,,
HANCOCK,17,random_cell_dropout_10pct,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,random_cell_dropout_10pct,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.13097157507804555,0.6824803884945835,0.7553921376236831,0.7840265406075823,0.39641924493399955,2.7401426018332513,0.1399601620339907,0.14602695410991687,0.13097157507804555
HANCOCK,17,random_cell_dropout_10pct,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14199249488647875,0.6015976035946081,0.6255892328239796,0.6501131965784326,0.36799281802980677,1.6969834868203504,0.13192941711776976,0.14134650691015552,0.12569636714197427
HANCOCK,17,random_cell_dropout_10pct,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12513845069732638,0.6286353467561522,0.6503058060802095,0.6738072133517002,0.192748863946393,2.227787557929773,0.13091040770894435,0.12466573476304875,0.11360064578616555
HANCOCK,17,random_cell_dropout_10pct,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.13097157507804555,0.6824803884945835,0.7553921376236831,0.7840265406075823,0.39641924493399955,2.7401426018332513,0.1399601620339907,0.14602695410991687,0.13097157507804555
HANCOCK,17,random_cell_dropout_10pct,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.1301434422182969,0.6424242424242425,0.7179910915476245,0.7282460032915319,0.36405136076358957,2.5735507775719495,0.11825673157766352,0.13405534053778212,0.11405835117834427
HANCOCK,17,random_cell_dropout_10pct,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12194344627541943,0.6450577663671374,0.7358101824628028,0.7428841455915205,0.28187898045436194,3.200729642286564,0.1109152658021068,0.12298700062444656,0.10709252963027817
HANCOCK,17,random_cell_dropout_10pct,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13097157507804555,0.6824803884945835,0.7553921376236831,0.7840265406075823,0.39641924493399955,2.7401426018332513,0.1399601620339907,0.14602695410991687,0.13097157507804555
HANCOCK,17,random_cell_dropout_10pct,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.12025326197208354,0.6127292340884574,0.6795038766341649,0.6982506018029105,0.2082518579742758,1.7403603860338002,0.1226271277162505,0.11980739499354617,0.10618780533838224
HANCOCK,17,random_cell_dropout_10pct,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.11600163426421083,0.5953177257525084,0.6801442507618238,0.6844454508207986,0.16640299297764416,1.74760238444114,0.11623078155931257,0.11554451748185364,0.1065561149866379
HANCOCK,17,random_cell_dropout_10pct,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13097157507804555,0.6824803884945835,0.7553921376236831,0.7840265406075823,0.39641924493399955,2.7401426018332513,0.1399601620339907,0.14602695410991687,0.13097157507804555
HANCOCK,17,random_cell_dropout_10pct,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.10951077963837812,0.6143931256713212,0.6933486995669859,0.7142362255492913,0.09891750740906814,2.219892237156541,0.12206947259274532,0.11354527305149324,0.09526750050517842
HANCOCK,17,random_cell_dropout_10pct,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.09193339388545435,0.5689655172413793,0.641874647745896,0.6510481674639634,-0.15360844363983686,1.2300658048356612,0.12082565555507147,0.09219718073809512,0.08690100812173283
HANCOCK,17,random_cell_dropout_30pct,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,random_cell_dropout_30pct,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,random_cell_dropout_30pct,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.13481757066112376,0.6320508031378409,0.7015790321856488,0.7272048636239031,0.4083233939014394,2.542969142747518,0.1332866826706802,,
HANCOCK,17,random_cell_dropout_30pct,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.13346274747104167,0.6880836757564438,0.761096650038557,0.800356419820505,0.4109635427980399,2.950410601724044,0.1348962683451612,,
HANCOCK,17,random_cell_dropout_30pct,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.134123918706723,0.6753828912962271,0.7456441647854946,0.7845441541293828,0.4274680433836131,3.141672472563259,0.13306004304721053,,
HANCOCK,17,random_cell_dropout_30pct,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,random_cell_dropout_30pct,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.134123918706723,0.6753828912962271,0.7456441647854946,0.7845441541293828,0.4274680433836131,3.141672472563259,0.13306004304721053,0.14602695410991687,0.134123918706723
HANCOCK,17,random_cell_dropout_30pct,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14161120972599106,0.6190713929106341,0.6461381833414561,0.6782926055609434,0.3394404669919425,1.8877692457014361,0.13551885202237057,0.14134650691015552,0.12837577926760563
HANCOCK,17,random_cell_dropout_30pct,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12433287523522918,0.6935123042505593,0.6965677110088188,0.718421864452049,0.16309651593428912,2.953848720872162,0.13520426559131396,0.12466573476304875,0.11659865819689513
HANCOCK,17,random_cell_dropout_30pct,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.134123918706723,0.6753828912962271,0.7456441647854946,0.7845441541293828,0.4274680433836131,3.141672472563259,0.13306004304721053,0.14602695410991687,0.134123918706723
HANCOCK,17,random_cell_dropout_30pct,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.12741945905626295,0.6474747474747474,0.7298057706952431,0.7602030989463495,0.3487542531030729,2.995365141494151,0.1219485965734893,0.13405534053778212,0.11945620048092138
HANCOCK,17,random_cell_dropout_30pct,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12122382578349297,0.6559691912708601,0.7483284347556477,0.7592736223628953,0.27376229980856615,3.2839669966697973,0.1135886262383544,0.12298700062444656,0.10816964487236128
HANCOCK,17,random_cell_dropout_30pct,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.134123918706723,0.6753828912962271,0.7456441647854946,0.7845441541293828,0.4274680433836131,3.141672472563259,0.13306004304721053,0.14602695410991687,0.134123918706723
HANCOCK,17,random_cell_dropout_30pct,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.11568503590137784,0.662891046386192,0.7522225646142643,0.7798796375065224,0.21214266796856565,2.961793109358115,0.12160805669633713,0.11980739499354617,0.10978287429875552
HANCOCK,17,random_cell_dropout_30pct,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.11388080819517428,0.6448160535117057,0.745467907917413,0.7612015705482975,0.17129758630590722,2.526222885698238,0.1169198316629613,0.11554451748185364,0.10721751954656665
HANCOCK,17,random_cell_dropout_30pct,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.134123918706723,0.6753828912962271,0.7456441647854946,0.7845441541293828,0.4274680433836131,3.141672472563259,0.13306004304721053,0.14602695410991687,0.134123918706723
HANCOCK,17,random_cell_dropout_30pct,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.1086567303675745,0.6353383458646616,0.7225082978019708,0.7513051239680552,0.10071980022460794,2.7628583084441005,0.12280968310937626,0.11354527305149324,0.10082640453157023
HANCOCK,17,random_cell_dropout_30pct,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.08882045960506334,0.6206896551724138,0.7249763401091831,0.7404974971121003,-0.15767075371277545,2.274555551511236,0.12067176529216296,0.09219718073809512,0.0868849360922165
HANCOCK,17,measurement_noise_0.5sd,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,measurement_noise_0.5sd,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,measurement_noise_0.5sd,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.12936639417109586,0.614493836384012,0.6805724065602842,0.6966267192904654,0.31215850829613945,1.6306961581785697,0.1496133684766694,,
HANCOCK,17,measurement_noise_0.5sd,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.12771972952690355,0.6675382891296228,0.7378657358712323,0.7681680356404487,0.30863272905455175,1.8430991929448104,0.1515619364016178,,
HANCOCK,17,measurement_noise_0.5sd,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.12875536222936831,0.6626821068360105,0.7332501514616904,0.7679370561337308,0.3283966959393376,1.8903096937511297,0.14911751878844617,,
HANCOCK,17,measurement_noise_0.5sd,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,measurement_noise_0.5sd,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.12875536222936831,0.6626821068360105,0.7332501514616904,0.7679370561337308,0.3283966959393376,1.8903096937511297,0.14911751878844617,0.14602695410991687,0.12875536222936831
HANCOCK,17,measurement_noise_0.5sd,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.13810486094212263,0.6275586620069895,0.6664122135805455,0.6860382344123634,0.3668091418175091,1.3749188106406687,0.13431953431226012,0.14134650691015552,0.12333470798167935
HANCOCK,17,measurement_noise_0.5sd,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.1257242512232973,0.6442953020134228,0.6661409375827438,0.6806838448692913,0.18286244927035525,1.3845916883985852,0.132906083994797,0.12466573476304875,0.11486844566749971
HANCOCK,17,measurement_noise_0.5sd,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.12875536222936831,0.6626821068360105,0.7332501514616904,0.7679370561337308,0.3283966959393376,1.8903096937511297,0.14911751878844617,0.14602695410991687,0.12875536222936831
HANCOCK,17,measurement_noise_0.5sd,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.13419456417127976,0.6025252525252526,0.6625959988598388,0.6693220753526803,0.37012305747220065,1.4447625324802054,0.11671044796491692,0.13405534053778212,0.11242364113500108
HANCOCK,17,measurement_noise_0.5sd,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12176554507869193,0.6521181001283697,0.7329578903521017,0.7249777733880504,0.2770448959498399,2.62438980455162,0.10998017558883087,0.12298700062444656,0.10604736509763033
HANCOCK,17,measurement_noise_0.5sd,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13327693224877812,0.6529697422487859,0.7211187745399326,0.7571778391148325,0.35532063295211785,1.829434998138515,0.14585741193527818,0.14602695410991687,0.12875536222936831
HANCOCK,17,measurement_noise_0.5sd,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.12191119047206524,0.6024811218985976,0.6580225405462367,0.6670291490029997,0.1800356979222705,1.0220160211788132,0.12429162259399523,0.11980739499354617,0.10635700031542211
HANCOCK,17,measurement_noise_0.5sd,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.1167583754976736,0.5846153846153846,0.6587924202150668,0.6621208971863973,0.1680049571296872,1.1897990485521401,0.11551578838701365,0.11554451748185364,0.10717089849461264
HANCOCK,17,measurement_noise_0.5sd,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13327693224877812,0.6529697422487859,0.7211187745399326,0.7571778391148325,0.35532063295211785,1.829434998138515,0.14585741193527818,0.14602695410991687,0.12875536222936831
HANCOCK,17,measurement_noise_0.5sd,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.1121587550784973,0.5912996777658431,0.6529510289584439,0.6638280135564721,0.06917571301452993,1.1984702407133518,0.12421422513232766,0.11354527305149324,0.09611721362180693
HANCOCK,17,measurement_noise_0.5sd,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.09466792959253663,0.5336990595611285,0.5801595010031412,0.5811972922964701,-0.17758262543904685,0.4145372798727861,0.12101274137264706,0.09219718073809512,0.09072213862933409
HANCOCK,17,location_shift_1sd,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,location_shift_1sd,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,location_shift_1sd,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.13061296514725465,0.6283152782966007,0.6829620135154519,0.6954327331548648,0.41838820766152546,1.9613623057996963,0.13652927066813178,,
HANCOCK,17,location_shift_1sd,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.12924943557322705,0.6974224878595443,0.7574678150400482,0.784815960109827,0.42261177150722945,2.4295762549382367,0.13710221629641142,,
HANCOCK,17,location_shift_1sd,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.13032431484469237,0.6817332835263354,0.7459048488953572,0.7762886130606889,0.43716469424756976,2.5059384496557966,0.13535646229955575,,
HANCOCK,17,location_shift_1sd,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,location_shift_1sd,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.13032431484469237,0.6817332835263354,0.7459048488953572,0.7762886130606889,0.43716469424756976,2.5059384496557966,0.13535646229955575,0.14602695410991687,0.13032431484469237
HANCOCK,17,location_shift_1sd,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14005161526427692,0.6635047428856715,0.6636026454808835,0.6828891719071221,0.42450947790853044,1.7359987200776659,0.12803558862162492,0.14134650691015552,0.1246200918820692
HANCOCK,17,location_shift_1sd,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12249043082599047,0.7255779269202088,0.7496048593301647,0.7744980721180243,0.2502593961783881,3.1405611548826506,0.12573914569292902,0.12466573476304875,0.11361735839200816
HANCOCK,17,location_shift_1sd,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.13032431484469237,0.6817332835263354,0.7459048488953572,0.7762886130606889,0.43716469424756976,2.5059384496557966,0.13535646229955575,0.14602695410991687,0.13032431484469237
HANCOCK,17,location_shift_1sd,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.13131539887802,0.6585858585858586,0.7252398249870945,0.7427408136031912,0.41249130614633467,2.4586078674167156,0.11311695659847192,0.13405534053778212,0.11298662247008438
HANCOCK,17,location_shift_1sd,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12164828019486199,0.6765083440308087,0.7619325967379689,0.7711024589478607,0.33160502603115904,3.2691892128150233,0.10626094591297033,0.12298700062444656,0.10561774090710405
HANCOCK,17,location_shift_1sd,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13032431484469237,0.6817332835263354,0.7459048488953572,0.7762886130606889,0.43716469424756976,2.5059384496557966,0.13535646229955575,0.14602695410991687,0.13032431484469237
HANCOCK,17,location_shift_1sd,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.11988042614004585,0.622437971952535,0.6860429052292148,0.7078621731896915,0.24851302231196712,1.7139778937254597,0.11836387149878091,0.11980739499354617,0.10495749047064222
HANCOCK,17,location_shift_1sd,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.11587130882814972,0.6327759197324415,0.6899824819862014,0.6967211138430791,0.18478357954529925,1.5478592806299583,0.11566755698936902,0.11554451748185364,0.1051759977973562
HANCOCK,17,location_shift_1sd,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13032431484469237,0.6817332835263354,0.7459048488953572,0.7762886130606889,0.43716469424756976,2.5059384496557966,0.13535646229955575,0.14602695410991687,0.13032431484469237
HANCOCK,17,location_shift_1sd,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.10907519495218261,0.6299677765843179,0.7027601923659583,0.7335035985141499,0.1399194508279919,2.156288549015997,0.11819578522772171,0.11354527305149324,0.0939361592788305
HANCOCK,17,location_shift_1sd,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.09198682867375296,0.5799373040752351,0.645402121144068,0.6569771989928395,-0.10808918498081259,1.0533500799727256,0.1161661667933749,0.09219718073809512,0.08636730630331818
HANCOCK,17,row_permutation_negative_control,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,row_permutation_negative_control,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,row_permutation_negative_control,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.14434645417355532,0.6021666044079194,0.6590625775345293,0.6685296601938713,0.29787059527660914,0.8678467813500256,0.14269404760728965,,
HANCOCK,17,row_permutation_negative_control,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.13894122488374883,0.6559581621217782,0.7131134168629645,0.7334570205188385,0.2954948884534575,1.2191066527873613,0.1439608181008329,,
HANCOCK,17,row_permutation_negative_control,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.13954737927246044,0.6567052670900262,0.7158293181427633,0.7400108526961201,0.3191141659587374,1.2815879420581722,0.1417281895467638,,
HANCOCK,17,row_permutation_negative_control,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,row_permutation_negative_control,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.13954737927246044,0.6567052670900262,0.7158293181427633,0.7400108526961201,0.3191141659587374,1.2815879420581722,0.1417281895467638,0.14602695410991687,0.13954737927246044
HANCOCK,17,row_permutation_negative_control,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.1357674728035718,0.618572141787319,0.6674754291982454,0.6948335696952221,0.359332479624105,1.7521565438982092,0.13223460339706,0.14134650691015552,0.1349698026560799
HANCOCK,17,row_permutation_negative_control,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12147457929744614,0.6562266964951529,0.7149269315257535,0.7249384149137139,0.1805938815423838,2.014471647127221,0.1296165719731385,0.12466573476304875,0.1218871520819701
HANCOCK,17,row_permutation_negative_control,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.13954737927246044,0.6567052670900262,0.7158293181427633,0.7400108526961201,0.3191141659587374,1.2815879420581722,0.1417281895467638,0.14602695410991687,0.13954737927246044
HANCOCK,17,row_permutation_negative_control,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.13305353936878425,0.6181818181818182,0.6722301736900069,0.6909463648145049,0.3427335628187349,1.6312911442489602,0.11922045755448181,0.13405534053778212,0.125682226546876
HANCOCK,17,row_permutation_negative_control,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12060148326404933,0.6777920410783055,0.7403755011196055,0.7563660674540126,0.27352823767263507,3.5800038251600683,0.11187337212821491,0.12298700062444656,0.11308679087572901
HANCOCK,17,row_permutation_negative_control,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13725452427349838,0.6641763167725065,0.7245230199237136,0.7506711713893355,0.3490231863582566,1.5782532132991405,0.13869581987259547,0.14602695410991687,0.13954737927246044
HANCOCK,17,row_permutation_negative_control,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.11643929210249267,0.63915857605178,0.7177181999629706,0.7298139821145544,0.14815270455313037,1.9661393451218478,0.12463747619669054,0.11980739499354617,0.11342492871365296
HANCOCK,17,row_permutation_negative_control,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,100.11459802240468,0.11374368576238711,0.6361204013377927,0.7172945586071308,0.7228206489164916,0.13715096047256334,2.462685934209581,0.11760448923319686,0.11554451748185364,0.10866330141381653
HANCOCK,17,row_permutation_negative_control,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13725452427349838,0.6641763167725065,0.7245230199237136,0.7506711713893355,0.3490231863582566,1.5782532132991405,0.13869581987259547,0.14602695410991687,0.13954737927246044
HANCOCK,17,row_permutation_negative_control,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.10839571336798036,0.6288936627282492,0.7026765307778666,0.721032902264842,0.09492008369957265,2.4072129727389657,0.12029787652633794,0.11354527305149324,0.10395110921211617
HANCOCK,17,row_permutation_negative_control,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,25.0,98.10185740920528,0.08946176830023897,0.6496865203761756,0.7186988311974418,0.7222516071177962,-0.14861226663451288,2.2749014044890634,0.1171696868558902,0.09219718073809512,0.08945040440740078
HANCOCK,17,complete_modality_dropout,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,17,complete_modality_dropout,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.13987283186893137,0.6369069854314531,0.6623069306634138,0.6975846012803825,0.36875541456290994,1.4987843719213076,0.14163622339785403,,
HANCOCK,17,complete_modality_dropout,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.15268433175689758,0.5,0.5,0.5,0.49896717458990153,,0.11972701451852957,,
HANCOCK,17,complete_modality_dropout,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1486240497117304,0.6283152782966007,0.6552151311278934,0.6791875817887421,0.4873609187176282,2.7178406803373583,0.12281535436635332,,
HANCOCK,17,complete_modality_dropout,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.14896624760327482,0.6327979081060889,0.6596807967156807,0.690132279155643,0.5009225173604228,3.2890663792918553,0.12163891977899675,,
HANCOCK,17,complete_modality_dropout,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,17,complete_modality_dropout,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14896624760327482
HANCOCK,17,complete_modality_dropout,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14134650691015552,0.6320519221168248,0.6400677379377387,0.6727835353588173,0.32528710528317845,2.1468581870143426,0.1371033341393475,0.14134650691015552,0.14361131884710315
HANCOCK,17,complete_modality_dropout,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12466573476304875,0.6868008948545862,0.6872561652369293,0.7077462613009158,0.15431795455961225,2.612158643971253,0.13612084749748274,0.12466573476304875,0.12642320518491804
HANCOCK,17,complete_modality_dropout,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14896624760327482
HANCOCK,17,complete_modality_dropout,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,110.70190715400652,0.13405534053778212,0.602020202020202,0.6353660662260963,0.6563354426149034,0.2570905711364539,2.7138592331104436,0.13069981658467972,0.13405534053778212,0.13571012979208413
HANCOCK,17,complete_modality_dropout,B7,uncertainty_only,80,0.8032786885245902,98.0,27.0,101.07516701876185,0.12298700062444656,0.6354300385109114,0.671931167928583,0.6790918800795713,0.1311938910377246,3.6144309297972437,0.12808191302000524,0.12298700062444656,0.12425130509293586
HANCOCK,17,complete_modality_dropout,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14896624760327482
HANCOCK,17,complete_modality_dropout,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,109.98828504074395,0.11980739499354617,0.6423948220064725,0.6749882547349442,0.6909488791516136,0.08935543639786507,2.500960738840123,0.13457630678635069,0.11980739499354617,0.12113075153683833
